agg_level_pseo,inst_level,institution,degree_level,cip_level,cipcode,grad_cohort,grad_cohort_years,geo_level,geography,ind_level,industry,y1_grads_emp,y1_grads_emp_instate,y5_grads_emp,y5_grads_emp_instate,y10_grads_emp,y10_grads_emp_instate,y1_grads_nme,y5_grads_nme,y10_grads_nme,status_y1_grads_emp,status_y1_grads_emp_instate,status_y5_grads_emp,status_y5_grads_emp_instate,status_y10_grads_emp,status_y10_grads_emp_instate,status_y1_grads_nme,status_y5_grads_nme,status_y10_grads_nme,industry_name,state_name
34,S,19,01,2,13,2006,5,N,00,A,00,97.0,22.0,0.0,,60.0,10.0,5.0,,10.0,1,1,5,5,1,1,1,5,1,All NAICS Sectors,National (50 States + DC)
34,S,19,02,2,13,2006,5,N,00,A,00,0.0,,0.0,,68.0,5.0,,,7.0,5,5,5,5,1,1,5,5,1,All NAICS Sectors,National (50 States + DC)
34,S,19,07,2,13,2006,5,N,00,A,00,1595.0,1265.0,1519.0,1188.0,1469.0,1077.0,253.0,281.0,337.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,19,17,2,13,2006,5,N,00,A,00,341.0,186.0,295.0,181.0,311.0,149.0,81.0,95.0,123.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,19,05,2,11,2007,3,N,00,A,00,441.0,283.0,546.0,273.0,487.0,257.0,117.0,74.0,77.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,19,05,2,13,2007,3,N,00,A,00,2171.0,1638.0,2297.0,1686.0,2172.0,1662.0,507.0,340.0,484.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,19,05,2,11,2010,3,N,00,A,00,452.0,299.0,554.0,296.0,451.0,274.0,132.0,95.0,98.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,19,05,2,13,2010,3,N,00,A,00,2208.0,1812.0,2471.0,1910.0,2282.0,1800.0,555.0,346.0,482.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,19,01,2,11,2011,5,N,00,A,00,315.0,166.0,344.0,201.0,0.0,,137.0,76.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,02,2,11,2011,5,N,00,A,00,115.0,35.0,288.0,110.0,0.0,,80.0,57.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,03,2,11,2011,5,N,00,A,00,1000.0,768.0,935.0,712.0,0.0,,325.0,213.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,07,2,11,2011,5,N,00,A,00,186.0,67.0,185.0,44.0,0.0,,64.0,40.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,17,2,11,2011,5,N,00,A,00,0.0,,69.0,12.0,0.0,,,19.0,,5,5,1,1,-1,-1,5,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,01,2,13,2011,5,N,00,A,00,97.0,80.0,149.0,105.0,0.0,,104.0,55.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,07,2,13,2011,5,N,00,A,00,1634.0,1359.0,1632.0,1262.0,0.0,,251.0,268.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,17,2,13,2011,5,N,00,A,00,333.0,246.0,482.0,210.0,0.0,,72.0,94.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,05,2,11,2013,3,N,00,A,00,641.0,373.0,681.0,334.0,0.0,,163.0,133.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,05,2,13,2013,3,N,00,A,00,2332.0,1895.0,2392.0,1820.0,0.0,,356.0,292.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,01,2,11,2016,5,N,00,A,00,573.0,401.0,0.0,,0.0,,379.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,02,2,11,2016,5,N,00,A,00,269.0,164.0,0.0,,0.0,,120.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,03,2,11,2016,5,N,00,A,00,1064.0,782.0,0.0,,0.0,,277.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,05,2,11,2016,3,N,00,A,00,1022.0,552.0,0.0,,0.0,,217.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,07,2,11,2016,5,N,00,A,00,251.0,96.0,0.0,,0.0,,62.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,17,2,11,2016,5,N,00,A,00,88.0,19.0,0.0,,0.0,,17.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,01,2,13,2016,5,N,00,A,00,170.0,98.0,0.0,,0.0,,171.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,05,2,13,2016,3,N,00,A,00,2216.0,1790.0,0.0,,0.0,,252.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,07,2,13,2016,5,N,00,A,00,1411.0,1098.0,0.0,,0.0,,196.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,17,2,13,2016,5,N,00,A,00,231.0,149.0,0.0,,0.0,,52.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,05,2,11,2019,3,N,00,A,00,1102.0,606.0,0.0,,0.0,,403.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,19,05,2,13,2019,3,N,00,A,00,2812.0,2270.0,0.0,,0.0,,237.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,02,2,11,2001,5,N,00,A,00,0.0,,0.0,,47.0,15.0,,,9.0,5,5,5,5,1,1,5,5,1,All NAICS Sectors,National (50 States + DC)
34,S,22,03,2,11,2001,5,N,00,A,00,358.0,280.0,492.0,292.0,349.0,234.0,292.0,194.0,212.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,11,2001,3,N,00,A,00,888.0,502.0,1152.0,510.0,872.0,469.0,416.0,225.0,216.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,07,2,11,2001,5,N,00,A,00,523.0,153.0,548.0,111.0,616.0,103.0,260.0,146.0,144.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,17,2,11,2001,5,N,00,A,00,77.0,18.0,57.0,16.0,84.0,15.0,10.0,8.0,16.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,03,2,13,2001,5,N,00,A,00,629.0,494.0,641.0,430.0,645.0,445.0,262.0,255.0,289.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,13,2001,3,N,00,A,00,3570.0,3031.0,3351.0,2641.0,3569.0,2814.0,1261.0,1321.0,1230.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,07,2,13,2001,5,N,00,A,00,4759.0,4158.0,4597.0,3673.0,4482.0,3590.0,1347.0,1456.0,1571.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,17,2,13,2001,5,N,00,A,00,289.0,216.0,278.0,173.0,342.0,179.0,74.0,79.0,103.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,11,2004,3,N,00,A,00,793.0,369.0,881.0,370.0,742.0,412.0,307.0,230.0,175.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,13,2004,3,N,00,A,00,3596.0,3018.0,4057.0,3164.0,3959.0,2977.0,1535.0,1226.0,1307.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,02,2,11,2006,5,N,00,A,00,112.0,31.0,0.0,,78.0,35.0,13.0,,26.0,1,1,5,5,1,1,1,5,1,All NAICS Sectors,National (50 States + DC)
34,S,22,03,2,11,2006,5,N,00,A,00,501.0,296.0,396.0,277.0,439.0,290.0,192.0,173.0,146.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,07,2,11,2006,5,N,00,A,00,390.0,82.0,521.0,77.0,448.0,66.0,181.0,110.0,111.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,17,2,11,2006,5,N,00,A,00,78.0,27.0,70.0,15.0,101.0,12.0,19.0,11.0,13.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,03,2,13,2006,5,N,00,A,00,282.0,205.0,456.0,252.0,299.0,215.0,141.0,131.0,132.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,07,2,13,2006,5,N,00,A,00,4704.0,4203.0,4782.0,4023.0,4665.0,3870.0,1268.0,1257.0,1355.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,17,2,13,2006,5,N,00,A,00,370.0,214.0,339.0,173.0,288.0,176.0,70.0,76.0,89.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,11,2007,3,N,00,A,00,541.0,262.0,552.0,261.0,712.0,278.0,208.0,143.0,116.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,13,2007,3,N,00,A,00,2981.0,2676.0,3477.0,2762.0,3279.0,2661.0,1486.0,1126.0,1113.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,11,2010,3,N,00,A,00,498.0,252.0,568.0,246.0,608.0,273.0,215.0,119.0,118.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,13,2010,3,N,00,A,00,2857.0,2570.0,3597.0,2932.0,3632.0,2788.0,1791.0,1137.0,1115.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,22,02,2,11,2011,5,N,00,A,00,490.0,284.0,664.0,427.0,0.0,,349.0,249.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,03,2,11,2011,5,N,00,A,00,537.0,340.0,470.0,346.0,0.0,,344.0,213.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,07,2,11,2011,5,N,00,A,00,340.0,110.0,502.0,97.0,0.0,,154.0,103.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,17,2,11,2011,5,N,00,A,00,95.0,20.0,0.0,,0.0,,16.0,,,1,1,5,5,-1,-1,1,5,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,03,2,13,2011,5,N,00,A,00,145.0,53.0,276.0,132.0,0.0,,111.0,56.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,07,2,13,2011,5,N,00,A,00,4852.0,4159.0,4882.0,3972.0,0.0,,1154.0,1125.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,17,2,13,2011,5,N,00,A,00,487.0,313.0,431.0,275.0,0.0,,92.0,105.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,11,2013,3,N,00,A,00,592.0,426.0,723.0,347.0,0.0,,153.0,127.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,13,2013,3,N,00,A,00,2887.0,2572.0,3686.0,2918.0,0.0,,1584.0,1003.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,02,2,11,2016,5,N,00,A,00,613.0,445.0,0.0,,0.0,,577.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,03,2,11,2016,5,N,00,A,00,537.0,411.0,0.0,,0.0,,377.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,11,2016,3,N,00,A,00,1057.0,649.0,0.0,,0.0,,311.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,07,2,11,2016,5,N,00,A,00,410.0,188.0,0.0,,0.0,,220.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,17,2,11,2016,5,N,00,A,00,53.0,12.0,0.0,,0.0,,17.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,03,2,13,2016,5,N,00,A,00,93.0,34.0,0.0,,0.0,,59.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,13,2016,3,N,00,A,00,3000.0,2452.0,0.0,,0.0,,1278.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,07,2,13,2016,5,N,00,A,00,4112.0,3447.0,0.0,,0.0,,751.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,17,2,13,2016,5,N,00,A,00,447.0,273.0,0.0,,0.0,,73.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,11,2019,3,N,00,A,00,1260.0,832.0,0.0,,0.0,,448.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,22,05,2,13,2019,3,N,00,A,00,2521.0,2128.0,0.0,,0.0,,1169.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,03,2,11,2001,5,N,00,A,00,53.0,43.0,100.0,55.0,63.0,47.0,27.0,18.0,24.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,11,2001,3,N,00,A,00,112.0,61.0,147.0,67.0,132.0,64.0,30.0,33.0,26.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,13,2001,3,N,00,A,00,633.0,502.0,654.0,478.0,617.0,441.0,170.0,179.0,206.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,07,2,13,2001,5,N,00,A,00,838.0,794.0,833.0,716.0,748.0,651.0,105.0,157.0,198.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,11,2004,3,N,00,A,00,104.0,66.0,197.0,82.0,124.0,68.0,20.0,11.0,11.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,13,2004,3,N,00,A,00,691.0,553.0,567.0,460.0,643.0,467.0,249.0,259.0,265.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,02,2,11,2006,5,N,00,A,00,54.0,23.0,71.0,38.0,122.0,33.0,34.0,17.0,13.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,03,2,11,2006,5,N,00,A,00,326.0,184.0,380.0,229.0,361.0,196.0,136.0,99.0,88.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,07,2,11,2006,5,N,00,A,00,0.0,,48.0,21.0,74.0,19.0,,4.0,6.0,5,5,1,1,1,1,5,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,02,2,13,2006,5,N,00,A,00,56.0,11.0,65.0,11.0,52.0,12.0,9.0,5.0,5.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,03,2,13,2006,5,N,00,A,00,439.0,330.0,399.0,263.0,401.0,309.0,229.0,214.0,209.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,07,2,13,2006,5,N,00,A,00,958.0,857.0,850.0,759.0,819.0,704.0,84.0,133.0,184.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,11,2007,3,N,00,A,00,0.0,,100.0,41.0,108.0,32.0,,10.0,18.0,5,5,1,1,1,1,5,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,13,2007,3,N,00,A,00,587.0,480.0,632.0,448.0,548.0,434.0,263.0,229.0,265.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,11,2010,3,N,00,A,00,172.0,59.0,82.0,39.0,193.0,63.0,29.0,25.0,21.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,13,2010,3,N,00,A,00,856.0,686.0,1076.0,770.0,1030.0,683.0,371.0,260.0,302.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,23,02,2,11,2011,5,N,00,A,00,65.0,24.0,40.0,30.0,0.0,,30.0,17.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,03,2,11,2011,5,N,00,A,00,492.0,342.0,596.0,403.0,0.0,,184.0,123.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,07,2,11,2011,5,N,00,A,00,85.0,30.0,0.0,,0.0,,8.0,,,1,1,5,5,-1,-1,1,5,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,02,2,13,2011,5,N,00,A,00,155.0,12.0,84.0,15.0,0.0,,12.0,3.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,03,2,13,2011,5,N,00,A,00,444.0,314.0,460.0,360.0,0.0,,273.0,168.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,04,2,13,2011,5,N,00,A,00,71.0,22.0,124.0,20.0,0.0,,1.0,2.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,07,2,13,2011,5,N,00,A,00,1465.0,1324.0,1344.0,1183.0,0.0,,172.0,245.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,18,2,13,2011,5,N,00,A,00,56.0,16.0,0.0,,0.0,,4.0,,,1,1,5,5,-1,-1,1,5,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,11,2013,3,N,00,A,00,130.0,92.0,118.0,86.0,0.0,,27.0,21.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,13,2013,3,N,00,A,00,928.0,689.0,1086.0,742.0,0.0,,221.0,165.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,02,2,11,2016,5,N,00,A,00,100.0,37.0,0.0,,0.0,,32.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,03,2,11,2016,5,N,00,A,00,477.0,295.0,0.0,,0.0,,208.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,11,2016,3,N,00,A,00,232.0,124.0,0.0,,0.0,,48.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,07,2,11,2016,5,N,00,A,00,116.0,20.0,0.0,,0.0,,7.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,03,2,13,2016,5,N,00,A,00,441.0,374.0,0.0,,0.0,,225.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,04,2,13,2016,5,N,00,A,00,79.0,35.0,0.0,,0.0,,1.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,05,2,13,2016,3,N,00,A,00,792.0,621.0,0.0,,0.0,,220.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,07,2,13,2016,5,N,00,A,00,1262.0,1135.0,0.0,,0.0,,115.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,23,18,2,13,2016,5,N,00,A,00,52.0,12.0,0.0,,0.0,,2.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,05,2,11,2010,3,N,00,A,00,906.0,610.0,1048.0,692.0,1078.0,601.0,213.0,167.0,188.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,25,05,2,13,2010,3,N,00,A,00,2028.0,1745.0,2175.0,1873.0,2062.0,1770.0,636.0,367.0,478.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,25,01,2,11,2011,5,N,00,A,00,899.0,604.0,955.0,636.0,0.0,,479.0,381.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,03,2,11,2011,5,N,00,A,00,1420.0,1012.0,1487.0,1162.0,0.0,,807.0,514.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,07,2,11,2011,5,N,00,A,00,637.0,322.0,697.0,322.0,0.0,,202.0,163.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,17,2,11,2011,5,N,00,A,00,111.0,34.0,104.0,40.0,0.0,,20.0,27.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,01,2,13,2011,5,N,00,A,00,198.0,97.0,195.0,119.0,0.0,,148.0,120.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,03,2,13,2011,5,N,00,A,00,1032.0,920.0,1333.0,1149.0,0.0,,705.0,443.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,07,2,13,2011,5,N,00,A,00,8465.0,7489.0,8553.0,7238.0,0.0,,1891.0,1771.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,17,2,13,2011,5,N,00,A,00,200.0,113.0,216.0,148.0,0.0,,57.0,47.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,05,2,11,2013,3,N,00,A,00,1417.0,911.0,1376.0,896.0,0.0,,305.0,285.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,05,2,13,2013,3,N,00,A,00,2376.0,2138.0,2572.0,2158.0,0.0,,600.0,439.0,,1,1,1,1,-1,-1,1,1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,01,2,11,2016,5,N,00,A,00,1171.0,747.0,0.0,,0.0,,468.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,03,2,11,2016,5,N,00,A,00,1669.0,1203.0,0.0,,0.0,,1130.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,05,2,11,2016,3,N,00,A,00,1784.0,1261.0,0.0,,0.0,,526.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,07,2,11,2016,5,N,00,A,00,1449.0,636.0,0.0,,0.0,,432.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,17,2,11,2016,5,N,00,A,00,137.0,40.0,0.0,,0.0,,20.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,01,2,13,2016,5,N,00,A,00,496.0,265.0,0.0,,0.0,,205.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,03,2,13,2016,5,N,00,A,00,1208.0,863.0,0.0,,0.0,,517.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,05,2,13,2016,3,N,00,A,00,2635.0,2462.0,0.0,,0.0,,563.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,07,2,13,2016,5,N,00,A,00,7207.0,6433.0,0.0,,0.0,,1365.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,25,17,2,13,2016,5,N,00,A,00,312.0,166.0,0.0,,0.0,,58.0,,,1,1,-1,-1,-1,-1,1,-1,-1,All NAICS Sectors,National (50 States + DC)
34,S,26,05,2,11,2001,3,N,00,A,00,387.0,171.0,385.0,128.0,417.0,122.0,176.0,140.0,121.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,26,07,2,11,2001,5,N,00,A,00,87.0,61.0,105.0,42.0,125.0,35.0,60.0,62.0,60.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,26,05,2,13,2001,3,N,00,A,00,364.0,247.0,351.0,217.0,311.0,195.0,85.0,92.0,123.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,26,07,2,13,2001,5,N,00,A,00,642.0,446.0,584.0,366.0,574.0,295.0,176.0,221.0,252.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,26,17,2,13,2001,5,N,00,A,00,143.0,54.0,76.0,43.0,92.0,41.0,23.0,29.0,23.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,26,05,2,11,2004,3,N,00,A,00,342.0,102.0,335.0,84.0,408.0,83.0,110.0,99.0,94.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,26,05,2,13,2004,3,N,00,A,00,398.0,190.0,371.0,148.0,309.0,159.0,61.0,91.0,102.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,26,07,2,11,2006,5,N,00,A,00,355.0,171.0,374.0,144.0,376.0,132.0,142.0,114.0,130.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,26,17,2,11,2006,5,N,00,A,00,58.0,11.0,0.0,,0.0,,5.0,,,1,1,5,5,5,5,1,5,5,All NAICS Sectors,National (50 States + DC)
34,S,26,06,2,13,2006,5,N,00,A,00,0.0,,78.0,11.0,0.0,,,2.0,,5,5,1,1,5,5,5,1,5,All NAICS Sectors,National (50 States + DC)
34,S,26,07,2,13,2006,5,N,00,A,00,624.0,391.0,574.0,313.0,574.0,291.0,193.0,216.0,227.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
34,S,26,17,2,13,2006,5,N,00,A,00,103.0,56.0,121.0,39.0,91.0,35.0,29.0,30.0,37.0,1,1,1,1,1,1,1,1,1,All NAICS Sectors,National (50 States + DC)
